Proba d'emission B-X
  vu      ju      vl      jl     Proba d'emission(s-1)
 29       3      15       2      0.905471D+05
 30       3      15       2      0.559384D+06
 31       3      15       2      0.120315D+07
 28       3      16       2      0.343717D+06
 29       3      16       2      0.190064D+05
 30       3      16       2      0.317962D+05
 31       3      16       2      0.265912D+06
 32       3       0       2      0.214406D+07
 33       3       0       2      0.180983D+07
 34       3       0       2      0.152527D+07
 35       3       0       2      0.128048D+07
 32       3       1       2      0.895346D+07
 33       3       1       2      0.789155D+07
 34       3       1       2      0.691814D+07
 35       3       1       2      0.601915D+07
 32       3       2       2      0.126642D+08
 33       3       2       2      0.119508D+08
 34       3       2       2      0.111364D+08
 35       3       2       2      0.102320D+08
 32       3       3       2      0.518294D+07
 33       3       3       2      0.574272D+07
 34       3       3       2      0.612110D+07
 35       3       3       2      0.630034D+07
 32       3       4       2      0.124375D+06
 33       3       4       2      0.189764D+04
 34       3       4       2      0.519417D+05
 35       3       4       2      0.210693D+06
 32       3       5       2      0.655643D+07
 33       3       5       2      0.526491D+07
 34       3       5       2      0.409069D+07
 35       3       5       2      0.307087D+07
 32       3       6       2      0.749627D+07
 33       3       6       2      0.762927D+07
 34       3       6       2      0.744196D+07
 35       3       6       2      0.698977D+07
 32       3       7       2      0.729843D+06
 33       3       7       2      0.142373D+07
 34       3       7       2      0.213841D+07
 35       3       7       2      0.276013D+07
 32       3       8       2      0.236449D+07
 33       3       8       2      0.127144D+07
 34       3       8       2      0.545290D+06
 35       3       8       2      0.147021D+06
 32       3       9       2      0.716878D+07
 33       3       9       2      0.629058D+07
 34       3       9       2      0.521911D+07
 35       3       9       2      0.410469D+07
 32       3      10       2      0.390420D+07
 33       3      10       2      0.473954D+07
 34       3      10       2      0.519966D+07
 35       3      10       2      0.527702D+07
 32       3      11       2      0.416923D+05
 33       3      11       2      0.420859D+06
 34       3      11       2      0.102796D+07
 35       3      11       2      0.167416D+07
 32       3      12       2      0.196931D+07
 33       3      12       2      0.933713D+06
 34       3      12       2      0.297050D+06
 35       3      12       2      0.259664D+05
 32       3      13       2      0.443713D+07
 33       3      13       2      0.347918D+07
 34       3      13       2      0.247580D+07
 35       3      13       2      0.158410D+07
 32       3      14       2      0.374130D+07
 33       3      14       2      0.371088D+07
 34       3      14       2      0.335154D+07
 35       3      14       2      0.279033D+07
 32       3      15       2      0.180050D+07
 33       3      15       2      0.220976D+07
 34       3      15       2      0.237547D+07
 35       3      15       2      0.231034D+07
 32       3      16       2      0.539398D+06
 33       3      16       2      0.850787D+06
 34       3      16       2      0.103103D+07
 35       3      16       2      0.113903D+07
 36       3       0       2      0.106686D+07
 37       3       0       2      0.876256D+06
 38       3       0       2      0.698437D+06
 39       3       0       2      0.521994D+06
 36       3       1       2      0.517861D+07
 37       3       1       2      0.437597D+07
 38       3       1       2      0.357437D+07
 39       3       1       2      0.272542D+07
 36       3       2       2      0.923890D+07
 37       3       2       2      0.814420D+07
 38       3       2       2      0.689709D+07
 39       3       2       2      0.541563D+07
 36       3       3       2      0.626368D+07
 37       3       3       2      0.598853D+07
 38       3       3       2      0.542448D+07
 39       3       3       2      0.449279D+07
 36       3       4       2      0.418006D+06
 37       3       4       2      0.617524D+06
 38       3       4       2      0.753320D+06
 39       3       4       2      0.767338D+06
 36       3       5       2      0.222194D+07
 37       3       5       2      0.154337D+07
 38       3       5       2      0.101956D+07
 39       3       5       2      0.627737D+06
 36       3       6       2      0.633170D+07
 37       3       6       2      0.551917D+07
 38       3       6       2      0.457581D+07
 39       3       6       2      0.350038D+07
 36       3       7       2      0.320482D+07
 37       3       7       2      0.341237D+07
 38       3       7       2      0.332812D+07
 39       3       7       2      0.289457D+07
 36       3       8       2      0.540166D+04
 37       3       8       2      0.330084D+05
 38       3       8       2      0.137853D+06
 39       3       8       2      0.230005D+06
 36       3       9       2      0.306120D+07
 37       3       9       2      0.216060D+07
 38       3       9       2      0.143228D+07
 39       3       9       2      0.875993D+06
 36       3      10       2      0.501727D+07
 37       3      10       2      0.449153D+07
 38       3      10       2      0.376299D+07
 39       3      10       2      0.287685D+07
 36       3      11       2      0.221067D+07
 37       3      11       2      0.253524D+07
 38       3      11       2      0.257857D+07
 39       3      11       2      0.229190D+07
 36       3      12       2      0.284812D+05
 37       3      12       2      0.186388D+06
 38       3      12       2      0.378365D+06
 39       3      12       2      0.492654D+06
 36       3      13       2      0.892385D+06
 37       3      13       2      0.424930D+06
 38       3      13       2      0.157619D+06
 39       3      13       2      0.383569D+05
 36       3      14       2      0.215469D+07
 37       3      14       2      0.154591D+07
 38       3      14       2      0.102551D+07
 39       3      14       2      0.619794D+06
 36       3      15       2      0.206894D+07
 37       3      15       2      0.172085D+07
 38       3      15       2      0.132715D+07
 39       3      15       2      0.932040D+06
 36       3      16       2      0.110856D+07
 37       3      16       2      0.100813D+07
 38       3      16       2      0.834730D+06
 39       3      16       2      0.628071D+06
 40       3       0       2      0.333883D+06
 41       3       0       2      0.130777D+06
 42       3       0       2      0.400744D+05
 43       3       0       2      0.000000D+00
 40       3       1       2      0.176908D+07
 41       3       1       2      0.698577D+06
 42       3       1       2      0.214626D+06
 43       3       1       2      0.000000D+00
 40       3       2       2      0.359157D+07
 41       3       2       2      0.143511D+07
 42       3       2       2      0.442589D+06
 43       3       2       2      0.000000D+00
 40       3       3       2      0.309589D+07
 41       3       3       2      0.126313D+07
 42       3       3       2      0.392149D+06
